campaign_name,adset_name,ad_name,channel,attributed,orders,attributed_orders,total_sales,total_cogs,spend,net_profit,roas,ctr,conversion_rate,avg_order_value,profit_margin,impressions,clicks,all_skus,total_unique_skus,total_sku_quantity
TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,Instagram,True,2.0,2.0,4698.0,2732.0,3407.31,-1441.31,1.3788002852690247,2.6308010641442507,1.1235955056179776,2349.0,-30.679225202213704,6766.0,178.0,"TH-075-NAPDEN-M, TH-075-NAPDEN-L",2.0,2.0
TH-063-SILBOO,Urban Pet Parents,TH-063-SILBOO,Instagram,True,3.0,3.0,4597.0,1734.0,3050.54,-187.53999999999996,1.5069463111449122,2.925639983746444,1.0416666666666665,1532.3333333333333,-4.079617141614095,9844.0,288.0,"TH-063-SILBOO-XXL, TH-063-SILBOO-S",3.0,3.0
TH-073-SMARTSIP,Cat Lover,TH-073-SMARTSIP_VP048_ET122,Instagram,True,2.0,2.0,4198.0,2242.0,3252.5,-1296.5,1.2906994619523444,1.1233031183588498,0.7722007722007722,2099.0,-30.883754168651738,23057.0,259.0,TH-073-SMARTSIP,2.0,2.0
TH-056-UMB,Urban Pet Parents,TH-056-UMB_ET139_VP007,Facebook,True,2.0,2.0,4017.0,1739.0,926.47,1351.53,4.335812276706207,2.2568093385214008,6.896551724137931,2008.5,33.64525765496639,1285.0,29.0,"TH-002-SKMISH, TH-038-PAWTR, TH-056-UMB",3.0,3.0
TH-056-UMB,Tier 2 & 3 Pet Parents,TH-056-UMB_ET139_VP007,Instagram,True,2.0,2.0,3998.0,1976.0,4202.0,-2180.0,0.951451689671585,2.3299335641433516,0.8032128514056224,1999.0,-54.527263631815906,10687.0,249.0,TH-056-UMB,2.0,2.0
TH-072-AEROPOD,Frequent Travellers,TH-072-AEROPOD_ET113_IM253,Instagram,True,2.0,2.0,3998.0,1900.0,4059.61,-1961.6100000000001,0.9848236653274576,2.92273031723802,0.4166666666666667,1999.0,-49.0647823911956,16423.0,480.0,"TH-072-AEROPOD-BEIGE, TH-072-AEROPOD-PINK",2.0,2.0
TH-075-NAPDEN,Urban Pet Parents,TH-075-NAPDEN_SI223_VP031,Instagram,True,1.0,1.0,2699.0,1673.0,1283.76,-257.76,2.10241789742631,3.280224929709466,1.4285714285714286,2699.0,-9.550203779177473,2134.0,70.0,TH-075-NAPDEN-L,1.0,1.0
TH-068-WILD - Alternate Twin,Tier 2 Pet Parents,TH-068-WILD_VP001_ET101,Instagram,True,1.0,1.0,2698.0,936.0,3081.56,-1319.56,0.8755305754228379,1.3929219600725953,0.32573289902280134,2698.0,-48.908821349147516,22040.0,307.0,"TH-068-WILD-M, TH-037-MISTBRU",2.0,2.0
TH-053-JACKET – Life Time,Remarketing,TH-053-JACKET_ET156_IM259,Facebook,True,1.0,1.0,2499.0,879.0,9940.39,-8320.39,0.2513985869769697,1.6760491299897646,0.38167938931297707,2499.0,-332.9487795118047,15632.0,262.0,TH-053-COAT-XXXL,1.0,1.0
TH-053-JACKET – Life Time,ICP Pet Parent,TH-053-JACKET_ET156_IM259,Instagram,True,1.0,1.0,2399.0,832.0,1146.21,420.78999999999996,2.092984706118425,1.5757222060110883,1.8518518518518516,2399.0,17.54022509378908,3427.0,54.0,TH-053-COAT-XXL,1.0,1.0
TH-068-WILD - Alternate Twin,Luxury Spenders,TH-068-WILD_VP001_ET101,Facebook,True,1.0,1.0,2199.0,826.0,2557.81,-1184.81,0.8597198384555538,1.4871468026343744,0.4761904761904762,2199.0,-53.87949067758072,14121.0,210.0,TH-068-WILD-XXL,1.0,1.0
TH-068-WILD - Alternate Twin,Tier 2 Pet Parents,TH-068-WILD_VP001_ET101,Facebook,True,1.0,1.0,2199.0,826.0,3081.56,-1708.56,0.7135996053946703,1.3929219600725953,0.32573289902280134,2199.0,-77.69713506139155,22040.0,307.0,TH-068-WILD-XXL,1.0,1.0
TH-053-JACKET – Alt Twin,Tier 2 & 3 Pet Parents,TH-053-JACKET_ET156_IM259,Instagram,True,1.0,1.0,2199.0,743.0,2220.47,-764.4699999999998,0.9903308758956438,1.4491440992663707,0.625,2199.0,-34.7644383810823,11041.0,160.0,TH-053-COAT-XL,1.0,1.0
TH-068-WILD – HARDSCALE,Remarketing-Custom Audience,TH-068-WILD_VP001_ET101,Facebook,True,1.0,1.0,2199.0,826.0,0.0,1373.0,0.0,0.0,0.0,2199.0,62.43747157799,0.0,0.0,TH-068-WILD-XXL,1.0,1.0
TH-053-JACKET – Life Time,Urban Pet Parents,TH-053-JACKET_ET156_IM259,Facebook,True,1.0,1.0,2199.0,743.0,2930.31,-1474.31,0.7504325480921814,1.7336268574573475,0.7936507936507936,2199.0,-67.04456571168713,7268.0,126.0,TH-053-COAT-XL,1.0,1.0
TH - Remarketing - Video - India - IG & FB - Sales - 29/03/2025,AS3 - Remarketing IC (30) – New,TH-036-PAWTR-ET139-SP368,Instagram,True,2.0,2.0,2198.0,794.0,3359.7799999999997,-1955.7799999999997,0.6542095018126187,1.3574660633484164,1.092896174863388,1099.0,-88.97998180163785,13481.0,183.0,TH-038-PAWTR,2.0,2.0
TH-073-SMARTSIP,Cat Lover,TH-073-SMARTSIP_VP048_ET122,Facebook,True,1.0,1.0,2099.0,1121.0,3252.5,-2274.5,0.6453497309761722,1.1233031183588498,0.3861003861003861,2099.0,-108.36112434492615,23057.0,259.0,TH-073-SMARTSIP,1.0,1.0
TH-068-WILD – Life Time,Urban Pet Parents,TH-068-WILD_VP001_ET101,Direct/Unknown,True,1.0,1.0,2099.0,788.0,17654.47,-16343.470000000001,0.11889340206757834,1.4412985680302253,0.08090614886731393,2099.0,-778.6312529776084,85756.0,1236.0,TH-068-WILD-XL,1.0,1.0
TH-012-SNUGBOO- Alternate Twin,Remarketing,TH-012-SNUGBOO,Instagram,True,1.0,1.0,1999.0,988.0,710.27,300.73,2.8144226843313107,2.385238523852385,1.8867924528301887,1999.0,15.044022011005504,2222.0,53.0,TH-056-UMB,1.0,1.0
TH-056-UMB,ICP Pet Parent,TH-056-UMB_ET139_VP007,Facebook,True,1.0,1.0,1999.0,988.0,474.27,536.73,4.21489868640226,1.881720430107527,7.142857142857142,1999.0,26.849924962481243,744.0,14.0,TH-056-UMB,1.0,1.0
TH-072-AEROPOD,Urban Pet Parents,TH-072-AEROPOD_ET113_IM253,Instagram,True,1.0,1.0,1999.0,950.0,1540.87,-491.8699999999999,1.2973190470318716,1.965531975502065,0.7246376811594203,1999.0,-24.605802901450723,7021.0,138.0,TH-072-AEROPOD-PINK,1.0,1.0
TH-068-WILD_Weather Protection_Statics,TH-068-WILD _Weather _ALL,TH-068-WILD _statics Weather,Instagram,True,1.0,1.0,1999.0,988.0,1914.11,-903.1099999999999,1.0443495932835627,1.6118086189345096,1.0526315789473684,1999.0,-45.17808904452226,5894.0,95.0,TH-056-UMB,1.0,1.0
TH-012-SNUGBOO,ICP Pet Parent,TH-012-SNUGBOO,Instagram,True,1.0,1.0,1899.0,940.0,709.76,249.24,2.6755522993688006,2.2506082725060828,2.7027027027027026,1899.0,13.124802527646128,1644.0,37.0,TH-012-SNUGBOO-XXL,1.0,1.0
TH-012-SNUGBOO- Alternate Twin,Tier 2 Pet Parents,TH-012-SNUGBOO,Instagram,True,1.0,1.0,1899.0,940.0,394.75,564.25,4.810639645345155,2.510460251046025,2.083333333333333,1899.0,29.713006845708268,1912.0,48.0,TH-012-SNUGBOO-XXL,1.0,1.0
R15D2-TH-D2 RPP - Video - India - IG & FB - Sales - 22/04/2025,Top Cities -Broad,TH-012-SNUGBOO_Static,Facebook,True,1.0,1.0,1899.0,940.0,10306.82,-9347.82,0.18424693552424512,1.953921435367677,0.17391304347826086,1899.0,-492.24960505529225,29428.0,575.0,TH-012-SNUGBOO-XXL,1.0,1.0
TH-068-WILD - Alternate Twin,Luxury Spenders,TH-068-WILD_VP001_ET101,Instagram,True,1.0,1.0,1799.0,682.0,2557.81,-1440.81,0.7033360570175268,1.4871468026343744,0.4761904761904762,1799.0,-80.08949416342412,14121.0,210.0,TH-068-WILD-S,1.0,1.0
TH-075-NAPDEN,ICP Pet Parent,TH-075-NAPDEN_SI223_VP031,Instagram,True,1.0,1.0,1799.0,831.0,2568.42,-1600.42,0.7004306149305799,2.9803731524109525,0.8130081300813009,1799.0,-88.96164535853252,4127.0,123.0,TH-075-NAPDEN-S,1.0,1.0
TH-053-JACKET,Urban Pet Parents,TH-053-JACKET_ET156_IM259,Facebook,True,1.0,1.0,1799.0,682.0,4013.92,-2896.92,0.44819029776378205,1.383606557377049,0.47393364928909953,1799.0,-161.029460811562,15250.0,211.0,TH-068-WILD-S,1.0,1.0
TH-068-WILD,Remarketing-Custom Audience,TH-068-WILD_VP001_ET101,Direct/Unknown,True,1.0,1.0,1799.0,682.0,6273.43,-5156.43,0.2867649754599956,1.4372999709048588,0.4048582995951417,1799.0,-286.62757087270705,17185.0,247.0,TH-068-WILD-S,1.0,1.0
TH-053-JACKET – Life Time,Remarketing,TH-053-JACKET_ET156_IM259,Instagram,True,1.0,1.0,1699.0,473.0,9940.39,-8714.39,0.170918847248448,1.6760491299897646,0.38167938931297707,1699.0,-512.912889935256,15632.0,262.0,TH-053-COAT-S,1.0,1.0
TH-012-SNUGBOO,Adventure Trekkers,TH-012-SNUGBOO,Direct/Unknown,True,1.0,1.0,1599.0,818.0,703.41,77.59000000000003,2.273211924766495,2.3615950445218736,1.639344262295082,1599.0,4.852407754846781,2583.0,61.0,TH-012-SNUGBOO-M,1.0,1.0
TH-063-SILBOO,ICP Pet Parent,TH-063-SILBOO,Facebook,True,1.0,1.0,1599.0,582.0,3768.95,-2751.95,0.42425609254566926,2.9422916508682793,0.25773195876288657,1599.0,-172.10444027517198,13187.0,388.0,TH-063-SILBOO-L,1.0,1.0
TH-012-SNUGBOO- Alternate Twin,Remarketing,TH-012-SNUGBOO,Facebook,True,1.0,1.0,1499.0,775.0,710.27,13.730000000000018,2.110465034423529,2.385238523852385,1.8867924528301887,1499.0,0.9159439626417625,2222.0,53.0,TH-012-SNUGBOO-S,1.0,1.0
TH - Adv+ Shopping-2 - Video & Image - IG & FB - India - Sales - 04/05/2025,1MHO - Adv+ (Exc. Purchases (30D)),TH-037-MISTBRU-ET101-SI210-ET137-ET139 – Copy 2,Facebook,True,1.0,1.0,799.0,211.0,7819.81,-7231.81,0.10217639559017418,1.2656558998022414,0.5208333333333333,799.0,-905.107634543179,15170.0,192.0,TH-037-MISTBRU,1.0,1.0
TH-068-WILD,Adventure Trekkers,TH-068-WILD_VP001_ET101,Direct/Unknown,True,1.0,1.0,549.0,196.0,9400.08,-9047.08,0.0584037582658871,1.6977142281744035,0.11862396204033215,549.0,-1647.91985428051,49655.0,843.0,TH-010-PETWIP,1.0,1.0
TH-068-WILD – DUP,Adventure Trekkers,TH-068-WILD_VP001_ET101,Unknown,True,0.0,0.0,0.0,0.0,352.18,-352.18,0.0,1.1608623548922055,0.0,0.0,0.0,1206.0,14.0,,0.0,0.0
TH-052-PLAYPEN,Retargeting,TH-052-PLAYPEN,Unknown,True,0.0,0.0,0.0,0.0,1055.04,-1055.04,0.0,1.66270783847981,0.0,0.0,0.0,2105.0,35.0,,0.0,0.0
TH-002-SKMISH,TH-002-SKMISH-ST-CRO,TH-002-SKMISH,Unknown,True,0.0,0.0,0.0,0.0,89.85,-89.85,0.0,1.917776757005053,0.0,0.0,0.0,17416.0,334.0,,0.0,0.0
TH-052-PLAYPEN,ICP Pet Parent Lookalike,TH-052-PLAYPEN,Unknown,True,0.0,0.0,0.0,0.0,2210.81,-2210.81,0.0,2.6437847866419295,0.0,0.0,0.0,2156.0,57.0,,0.0,0.0
TH-068-WILD – DUP,Remarketing-Custom Audience,TH-068-WILD_VP001_ET101,Unknown,True,0.0,0.0,0.0,0.0,882.3299999999999,-882.3299999999999,0.0,2.941176470588235,0.0,0.0,0.0,1564.0,46.0,,0.0,0.0
TH-012-SNUGBOO,Urban Pet Parents,TH-012-SNUGBOO,Unknown,True,0.0,0.0,0.0,0.0,1458.0,-1458.0,0.0,2.542911633820725,0.0,0.0,0.0,4719.0,120.0,,0.0,0.0
TH-068-WILD – DUP,Urban Pet Parents,TH-068-WILD_VP001_ET101,Unknown,True,0.0,0.0,0.0,0.0,318.43,-318.43,0.0,1.998001998001998,0.0,0.0,0.0,1001.0,20.0,,0.0,0.0
TH - E2 RPP - Video - India - IG & FB - Sales - 04/05/2025,"9SDE - E2 - Ad Set 1 (Animal rescue groups, Dog agility, National Dog Show)",TH-036FMB-ET101-SI210-ET137-ET139 – Copy,Unknown,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
TH-073-SMARTSIP,Urban Pet Parents,TH-073-SMARTSIP_VP048_ET122,Unknown,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
TH-068-WILD Weather Protection_Statics,TH-068-WILD Weather_Statics,Weather_statics,Unknown,True,0.0,0.0,0.0,0.0,158.74,-158.74,0.0,0.7994670219853431,0.0,0.0,0.0,1501.0,12.0,,0.0,0.0
TH-052-PLAYPEN,ICP Pet Parent,TH-052-PLAYPEN,Unknown,True,0.0,0.0,0.0,0.0,2643.62,-2643.62,0.0,1.2709209701960082,0.0,0.0,0.0,11173.0,142.0,,0.0,0.0
R15D2-TH-D2 RPP - Video - India - IG & FB - Sales - 22/04/2025,Top Cities -Broad,TH-068-WILD_Static,Unknown,True,0.0,0.0,0.0,0.0,1035.3799999999999,-1035.3799999999999,0.0,1.6120066703724294,0.0,0.0,0.0,1799.0,29.0,,0.0,0.0
TH-068-WILD,Urban Pet Parents,TH-068-WILD_VP001_ET101,Unknown,True,0.0,0.0,0.0,0.0,55.010000000000005,-55.010000000000005,0.0,2.4390243902439024,0.0,0.0,0.0,164.0,4.0,,0.0,0.0
TH-068-WILD,ICP Pet Parent,TH-068-WILD_VP001_ET101,Unknown,True,0.0,0.0,0.0,0.0,39.81,-39.81,0.0,1.1299435028248588,0.0,0.0,0.0,177.0,2.0,,0.0,0.0
TH-052-PLAYPEN,Broad Audience ICP,TH-052-PLAYPEN,Unknown,True,0.0,0.0,0.0,0.0,1629.7,-1629.7,0.0,1.7890077462191074,0.0,0.0,0.0,5422.0,97.0,,0.0,0.0
TH-068-WILD – DUP,ICP Pet Parent,TH-068-WILD_VP001_ET101,Unknown,True,0.0,0.0,0.0,0.0,268.9,-268.9,0.0,2.2508038585209005,0.0,0.0,0.0,622.0,14.0,,0.0,0.0
TH-072-AEROPOD,ICP Pet Parent,TH-072-AEROPOD_ET113_IM253,Unknown,True,0.0,0.0,0.0,0.0,2068.66,-2068.66,0.0,2.2381276982503975,0.0,0.0,0.0,8802.0,197.0,,0.0,0.0
TH-053-JACKET – Alt Twin,Backpacking,TH-053-JACKET_ET156_IM259,Unknown,True,0.0,0.0,0.0,0.0,2253.14,-2253.14,0.0,1.2962409013859806,0.0,0.0,0.0,10029.0,130.0,,0.0,0.0
TH-053-JACKET – Life Time,Backpacking,TH-053-JACKET_ET156_IM259,Unknown,True,0.0,0.0,0.0,0.0,3277.6800000000003,-3277.6800000000003,0.0,1.8035039505324633,0.0,0.0,0.0,5822.0,105.0,,0.0,0.0
TH-038-PAWTR,Grooming Conscious Females,TH-038-PAWTR_ET108_ET129,Unknown,True,0.0,0.0,0.0,0.0,562.36,-562.36,0.0,1.9246861924686192,0.0,0.0,0.0,1195.0,23.0,,0.0,0.0
TH-071-SUMMERMAT,Tier 2 & 3 Pet Parents,TH-071-SUMMERMAT_VP001_ET101,Unknown,True,0.0,0.0,0.0,0.0,444.98,-444.98,0.0,2.37741456166419,0.0,0.0,0.0,673.0,16.0,,0.0,0.0
TH-068-WILD ADV+,1MHO - Adv+ (Exc. Purchases (30D)),TH-068-WILD_VP001_ET101,Unknown,True,0.0,0.0,0.0,0.0,1157.1799999999998,-1157.1799999999998,0.0,2.1004566210045663,0.0,0.0,0.0,1095.0,23.0,,0.0,0.0
TH-071-SUMMERMAT,ICP Pet Parent,TH-071-SUMMERMAT_VP001_ET101,Unknown,True,0.0,0.0,0.0,0.0,408.32,-408.32,0.0,3.864734299516908,0.0,0.0,0.0,621.0,24.0,,0.0,0.0
TH-071-SUMMERMAT,Urban Pet Parents,TH-071-SUMMERMAT_VP001_ET101,Unknown,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
TH-068-WILD - Alternate Twin,Remarketing,TH-068-WILD_VP001_ET101,Unknown,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
TH-068-WILD,ICP Pet Parent,TH-068-WILD_VP001_ET101,Unknown,True,0.0,0.0,0.0,0.0,1839.3400000000001,-1839.3400000000001,0.0,2.328469419434958,0.0,0.0,0.0,6442.0,150.0,,0.0,0.0
R15D2-TH-D2 RPP - Video - India - IG & FB - Sales - 22/04/2025,Top Cities -Broad,TH-012-SNUGBOO_NT101_NT203 – Copy,Unknown,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
TH-073-SMARTSIP – Life Time,ICP Pet Parent,TH-073-SMARTSIP_ET104_TM066,Unknown,True,0.0,0.0,0.0,0.0,690.47,-690.47,0.0,1.6651665166516652,0.0,0.0,0.0,4444.0,74.0,,0.0,0.0
TH - E2 RPP - Video - India - IG & FB - Sales - 04/05/2025,"S8L0 - E2 - Ad Set 2 (Dog Groomer, Animal welfare (social cause), Dog daycare)",TH-036FMB-ET101-SI210-ET137-ET139 – Copy,Unknown,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
TH-073-SMARTSIP – Life Time,Cat Lover,TH-073-SMARTSIP_ET104_TM066,Unknown,True,0.0,0.0,0.0,0.0,1750.07,-1750.07,0.0,1.2785461563203604,0.0,0.0,0.0,12436.0,159.0,,0.0,0.0
TH-073-SMARTSIP – Life Time,Urban Pet Parents,TH-073-SMARTSIP_ET104_TM066,Unknown,True,0.0,0.0,0.0,0.0,479.15999999999997,-479.15999999999997,0.0,1.3662013662013661,0.0,0.0,0.0,3367.0,46.0,,0.0,0.0
TH-073-SMARTSIP – Life Time,Remarketing,TH-073-SMARTSIP_ET104_TM066,Unknown,True,0.0,0.0,0.0,0.0,859.6100000000001,-859.6100000000001,0.0,1.6291469194312798,0.0,0.0,0.0,3376.0,55.0,,0.0,0.0
TH-002-SKMISH,Wellness Buyers,TH-002-SKMISH_VP012_TM060,Unknown,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
TH-002-SKMISH,Social Engagers,TH-002-SKMISH_VP012_TM060,Unknown,True,0.0,0.0,0.0,0.0,266.25,-266.25,0.0,0.5586592178770949,0.0,0.0,0.0,537.0,3.0,,0.0,0.0
TH-002-SKMISH,Professionals Pet Parents,TH-002-SKMISH_VP012_TM060,Unknown,True,0.0,0.0,0.0,0.0,215.23,-215.23,0.0,0.43668122270742354,0.0,0.0,0.0,458.0,2.0,,0.0,0.0
TH-038-PAWTR,ICP Pet Parent,TH-038-PAWTR_ET108_ET129,Unknown,True,0.0,0.0,0.0,0.0,14.36,-14.36,0.0,10.0,0.0,0.0,0.0,50.0,5.0,,0.0,0.0
TH-012-SNUGBOO- Alternate Twin,Luxury Spenders,TH-012-SNUGBOO,Unknown,True,0.0,0.0,0.0,0.0,2256.1499999999996,-2256.1499999999996,0.0,2.532457124539189,0.0,0.0,0.0,6239.0,158.0,,0.0,0.0
TH-068-WILD,Remarketing-Custom Audience,TH-068-WILD_VP001_ET101,Unknown,True,0.0,0.0,0.0,0.0,0.29000000000000004,-0.29000000000000004,0.0,0.0,0.0,0.0,0.0,8.0,0.0,,0.0,0.0
