campaign_name,adset_name,ad_name,channel,attributed,orders,attributed_orders,total_sales,total_cogs,spend,net_profit,roas,ctr,conversion_rate,avg_order_value,profit_margin,impressions,clicks,all_skus,total_unique_skus,total_sku_quantity
TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,Unknown,True,0.0,0.0,0.0,0.0,693.57,-693.57,0.0,2.1479713603818613,0.0,0.0,0.0,1676.0,36.0,,0.0,0.0
TH-075-NAPDEN,ICP Pet Parent,TH-075-NAPDEN_SI223_VP031,Unknown,True,0.0,0.0,0.0,0.0,354.40999999999997,-354.40999999999997,0.0,2.7027027027027026,0.0,0.0,0.0,555.0,15.0,,0.0,0.0
TH-002-SKMISH,TH-002-SKMISH-ST-CRO,TH-002-SKMISH,Unknown,True,0.0,0.0,0.0,0.0,89.85,-89.85,0.0,1.917776757005053,0.0,0.0,0.0,17416.0,334.0,,0.0,0.0
TH-068-WILD – DUP,Remarketing-Custom Audience,TH-068-WILD_VP001_ET101,Unknown,True,0.0,0.0,0.0,0.0,238.07999999999998,-238.07999999999998,0.0,1.729106628242075,0.0,0.0,0.0,694.0,12.0,,0.0,0.0
TH-068-WILD – DUP,Adventure Trekkers,TH-068-WILD_VP001_ET101,Unknown,True,0.0,0.0,0.0,0.0,237.53,-237.53,0.0,0.6514657980456027,0.0,0.0,0.0,921.0,6.0,,0.0,0.0
TH-068-WILD – DUP,Urban Pet Parents,TH-068-WILD_VP001_ET101,Unknown,True,0.0,0.0,0.0,0.0,233.84,-233.84,0.0,2.2974607013301087,0.0,0.0,0.0,827.0,19.0,,0.0,0.0
TH-068-WILD - Alternate Twin,Luxury Spenders,TH-068-WILD_VP001_ET101,Unknown,True,0.0,0.0,0.0,0.0,1056.43,-1056.43,0.0,1.552697616060226,0.0,0.0,0.0,6376.0,99.0,,0.0,0.0
TH-068-WILD - Alternate Twin,Tier 2 Pet Parents,TH-068-WILD_VP001_ET101,Unknown,True,0.0,0.0,0.0,0.0,1176.35,-1176.35,0.0,1.415397812567017,0.0,0.0,0.0,9326.0,132.0,,0.0,0.0
TH-068-WILD ADV+,1MHO - Adv+ (Exc. Purchases (30D)),TH-068-WILD_VP001_ET101,Unknown,True,0.0,0.0,0.0,0.0,1157.1799999999998,-1157.1799999999998,0.0,2.1004566210045663,0.0,0.0,0.0,1095.0,23.0,,0.0,0.0
TH-071-SUMMERMAT,ICP Pet Parent,TH-071-SUMMERMAT_VP001_ET101,Unknown,True,0.0,0.0,0.0,0.0,408.32,-408.32,0.0,3.864734299516908,0.0,0.0,0.0,621.0,24.0,,0.0,0.0
R15D2-TH-D2 RPP - Video - India - IG & FB - Sales - 22/04/2025,Top Cities -Broad,TH-012-SNUGBOO_Static,Unknown,True,0.0,0.0,0.0,0.0,5082.8,-5082.8,0.0,1.6376582278481013,0.0,0.0,0.0,12640.0,207.0,,0.0,0.0
R15D2-TH-D2 RPP - Video - India - IG & FB - Sales - 22/04/2025,Top Cities -Broad,TH-068-WILD_Static,Unknown,True,0.0,0.0,0.0,0.0,1035.3799999999999,-1035.3799999999999,0.0,1.6120066703724294,0.0,0.0,0.0,1799.0,29.0,,0.0,0.0
TH - E2 RPP - Video - India - IG & FB - Sales - 04/05/2025,"S8L0 - E2 - Ad Set 2 (Dog Groomer, Animal welfare (social cause), Dog daycare)",TH-036FMB-ET101-SI210-ET137-ET139 – Copy,Unknown,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
TH - Adv+ Shopping-2 - Video & Image - IG & FB - India - Sales - 04/05/2025,1MHO - Adv+ (Exc. Purchases (30D)),TH-037-MISTBRU-ET101-SI210-ET137-ET139 – Copy 2,Unknown,True,0.0,0.0,0.0,0.0,3342.4700000000003,-3342.4700000000003,0.0,1.03308326159144,0.0,0.0,0.0,8131.0,84.0,,0.0,0.0
TH-002-SKMISH,Professionals Pet Parents,TH-002-SKMISH_VP012_TM060,Unknown,True,0.0,0.0,0.0,0.0,215.23000000000002,-215.23000000000002,0.0,0.43668122270742354,0.0,0.0,0.0,458.0,2.0,,0.0,0.0
TH-002-SKMISH,Social Engagers,TH-002-SKMISH_VP012_TM060,Unknown,True,0.0,0.0,0.0,0.0,266.25,-266.25,0.0,0.5586592178770949,0.0,0.0,0.0,537.0,3.0,,0.0,0.0
TH-002-SKMISH,Wellness Buyers,TH-002-SKMISH_VP012_TM060,Unknown,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
TH-068-WILD,Urban Pet Parents,TH-068-WILD_VP001_ET101,Unknown,True,0.0,0.0,0.0,0.0,376.16,-376.16,0.0,1.7827298050139277,0.0,0.0,0.0,1795.0,32.0,,0.0,0.0
TH-068-WILD,Adventure Trekkers,TH-068-WILD_VP001_ET101,Unknown,True,0.0,0.0,0.0,0.0,2490.5099999999998,-2490.5099999999998,0.0,1.5772680753717416,0.0,0.0,0.0,16611.0,262.0,,0.0,0.0
TH-068-WILD,ICP Pet Parent,TH-068-WILD_VP001_ET101,Unknown,True,0.0,0.0,0.0,0.0,550.69,-550.69,0.0,1.68718650250798,0.0,0.0,0.0,2193.0,37.0,,0.0,0.0
TH-068-WILD,Remarketing-Custom Audience,TH-068-WILD_VP001_ET101,Unknown,True,0.0,0.0,0.0,0.0,2665.14,-2665.14,0.0,1.500890358687357,0.0,0.0,0.0,7862.0,118.0,,0.0,0.0
TH-071-SUMMERMAT,Urban Pet Parents,TH-071-SUMMERMAT_VP001_ET101,Unknown,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
TH-071-SUMMERMAT,Tier 2 & 3 Pet Parents,TH-071-SUMMERMAT_VP001_ET101,Unknown,True,0.0,0.0,0.0,0.0,444.98,-444.98,0.0,2.37741456166419,0.0,0.0,0.0,673.0,16.0,,0.0,0.0
TH-053-JACKET,Urban Pet Parents,TH-053-JACKET_ET156_IM259,Unknown,True,0.0,0.0,0.0,0.0,826.23,-826.23,0.0,1.2737430167597765,0.0,0.0,0.0,4475.0,57.0,,0.0,0.0
TH-056-UMB,Urban Pet Parents,TH-056-UMB_ET139_VP007,Unknown,True,0.0,0.0,0.0,0.0,251.13,-251.13,0.0,2.3980815347721824,0.0,0.0,0.0,417.0,10.0,,0.0,0.0
TH-056-UMB,ICP Pet Parent,TH-056-UMB_ET139_VP007,Unknown,True,0.0,0.0,0.0,0.0,195.69,-195.69,0.0,2.26537216828479,0.0,0.0,0.0,309.0,7.0,,0.0,0.0
TH-056-UMB,Tier 2 & 3 Pet Parents,TH-056-UMB_ET139_VP007,Unknown,True,0.0,0.0,0.0,0.0,1538.1,-1538.1,0.0,2.567287784679089,0.0,0.0,0.0,4830.0,124.0,,0.0,0.0
TH-068-WILD – Life Time,ICP Pet Parent,TH-068-WILD_VP001_ET101,Unknown,True,0.0,0.0,0.0,0.0,3596.13,-3596.13,0.0,1.4269073966220152,0.0,0.0,0.0,20604.0,294.0,,0.0,0.0
TH-068-WILD – Life Time,Urban Pet Parents,TH-068-WILD_VP001_ET101,Unknown,True,0.0,0.0,0.0,0.0,3748.4,-3748.4,0.0,1.205770158284737,0.0,0.0,0.0,22807.0,275.0,,0.0,0.0
TH-038-PAWTR,Grooming Conscious Females,TH-038-PAWTR_ET108_ET129,Unknown,True,0.0,0.0,0.0,0.0,562.36,-562.36,0.0,1.9246861924686192,0.0,0.0,0.0,1195.0,23.0,,0.0,0.0
TH-038-PAWTR,ICP Pet Parent,TH-038-PAWTR_ET108_ET129,Unknown,True,0.0,0.0,0.0,0.0,14.36,-14.36,0.0,10.0,0.0,0.0,0.0,50.0,5.0,,0.0,0.0
TH-073-SMARTSIP,Cat Lover,TH-073-SMARTSIP_VP048_ET122,Unknown,True,0.0,0.0,0.0,0.0,666.27,-666.27,0.0,0.9199934286183671,0.0,0.0,0.0,6087.0,56.0,,0.0,0.0
TH-073-SMARTSIP,ICP Pet Parent,TH-073-SMARTSIP_VP048_ET122,Unknown,True,0.0,0.0,0.0,0.0,556.34,-556.34,0.0,1.0721529991306866,0.0,0.0,0.0,3451.0,37.0,,0.0,0.0
TH-068-WILD – HARDSCALE,Remarketing-Custom Audience,TH-068-WILD_VP001_ET101,Unknown,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
TH-053-JACKET,Backpacking,TH-053-JACKET_ET156_IM259,Unknown,True,0.0,0.0,0.0,0.0,2275.74,-2275.74,0.0,1.2342941611234293,0.0,0.0,0.0,13530.0,167.0,,0.0,0.0
TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,Unknown,True,0.0,0.0,0.0,0.0,1777.72,-1777.72,0.0,1.2582573136206354,0.0,0.0,0.0,9537.0,120.0,,0.0,0.0
TH-068-WILD – DUP,ICP Pet Parent,TH-068-WILD_VP001_ET101,Unknown,True,0.0,0.0,0.0,0.0,162.0,-162.0,0.0,1.6194331983805668,0.0,0.0,0.0,494.0,8.0,,0.0,0.0
