campaign_name,adset_name,ad_name,date_start,hourly_window,start_hour,end_hour,channel,impressions,clicks,spend,ctr,cpm,cpc,fb_action_onsite_web_purchase,fb_value_onsite_web_purchase,fb_roas,shopify_orders,shopify_revenue,shopify_cogs,shopify_profit,shopify_roas,shopify_conversion_rate,shopify_avg_order_value,revenue_difference,orders_difference,roas_difference,unique_skus,unique_sku_count,total_sku_quantity,utm_source,utm_medium,utm_campaign,utm_content,utm_term,order_ids,order_count
TH-063-SILBOO,Adventure Trekkers,TH-063-SILBOO,2025-07-01,18:00:00 - 18:59:59,,,Instagram,59,6,17.43,10.1695,295.3479,2.9043,,,,2,3498.0,1307.0,2191.0,200.6884681583477,33.33333333333333,1749.0,,,,"TH-068-WILD-M, TH-063-SILBOO-L",2,2,ig,120226643827580783,120226643827570783,120226643827550783,120226643827570783,"gid://shopify/Order/6336356057177, gid://shopify/Order/6337074495577",2
TH-063-SILBOO,Adventure Trekkers,TH-063-SILBOO,2025-07-01,16:00:00 - 16:59:59,,,Instagram,249,9,59.94,3.6145,240.7366,6.6604,,,,2,3498.0,1307.0,2191.0,58.35835835835836,22.22222222222222,1749.0,,,,"TH-068-WILD-M, TH-063-SILBOO-L",2,2,ig,120226643827580783,120226643827570783,120226643827550783,120226643827570783,"gid://shopify/Order/6336356057177, gid://shopify/Order/6337074495577",2
TH-063-SILBOO,Adventure Trekkers,TH-063-SILBOO,2025-07-01,23:00:00 - 23:59:59,,,Instagram,48,1,13.91,2.0833,289.8416,13.9124,,,,2,3498.0,1307.0,2191.0,251.47375988497484,200.0,1749.0,,,,"TH-068-WILD-M, TH-063-SILBOO-L",2,2,ig,120226643827580783,120226643827570783,120226643827550783,120226643827570783,"gid://shopify/Order/6336356057177, gid://shopify/Order/6337074495577",2
TH-063-SILBOO,Adventure Trekkers,TH-063-SILBOO,2025-07-01,17:00:00 - 17:59:59,,,Instagram,189,2,57.79,1.0582,305.7751,28.8957,,,,2,3498.0,1307.0,2191.0,60.52950337428621,100.0,1749.0,,,,"TH-068-WILD-M, TH-063-SILBOO-L",2,2,ig,120226643827580783,120226643827570783,120226643827550783,120226643827570783,"gid://shopify/Order/6336356057177, gid://shopify/Order/6337074495577",2
TH-063-SILBOO,Adventure Trekkers,TH-063-SILBOO,2025-07-01,20:00:00 - 20:59:59,,,Instagram,475,10,150.26,2.1053,316.3451,15.0264,,,,2,3498.0,1307.0,2191.0,23.2796486090776,20.0,1749.0,,,,"TH-068-WILD-M, TH-063-SILBOO-L",2,2,ig,120226643827580783,120226643827570783,120226643827550783,120226643827570783,"gid://shopify/Order/6336356057177, gid://shopify/Order/6337074495577",2
TH-063-SILBOO,Adventure Trekkers,TH-063-SILBOO,2025-07-01,19:00:00 - 19:59:59,,,Instagram,342,7,111.14,2.0468,324.9679,15.877,,,,2,3498.0,1307.0,2191.0,31.473816807630016,28.57142857142857,1749.0,,,,"TH-068-WILD-M, TH-063-SILBOO-L",2,2,ig,120226643827580783,120226643827570783,120226643827550783,120226643827570783,"gid://shopify/Order/6336356057177, gid://shopify/Order/6337074495577",2
TH-063-SILBOO,Adventure Trekkers,TH-063-SILBOO,2025-07-01,01:00:00 - 01:59:59,,,Instagram,0,0,0.0,,,,1.0,1899.0,0.0,2,3498.0,1307.0,2191.0,0.0,0.0,1749.0,1599.0,1.0,0.0,"TH-068-WILD-M, TH-063-SILBOO-L",2,2,ig,120226643827580783,120226643827570783,120226643827550783,120226643827570783,"gid://shopify/Order/6336356057177, gid://shopify/Order/6337074495577",2
TH-063-SILBOO,Adventure Trekkers,TH-063-SILBOO,2025-07-01,00:00:00 - 00:59:59,,,Instagram,0,0,0.0,,,,,,0.0,2,3498.0,1307.0,2191.0,0.0,0.0,1749.0,,,0.0,"TH-068-WILD-M, TH-063-SILBOO-L",2,2,ig,120226643827580783,120226643827570783,120226643827550783,120226643827570783,"gid://shopify/Order/6336356057177, gid://shopify/Order/6337074495577",2
TH-063-SILBOO,Adventure Trekkers,TH-063-SILBOO,2025-07-01,11:00:00 - 11:59:59,,,Instagram,82,0,37.96,0.0,462.9735,,,,,2,3498.0,1307.0,2191.0,92.14963119072708,0.0,1749.0,,,,"TH-068-WILD-M, TH-063-SILBOO-L",2,2,ig,120226643827580783,120226643827570783,120226643827550783,120226643827570783,"gid://shopify/Order/6336356057177, gid://shopify/Order/6337074495577",2
TH-063-SILBOO,Adventure Trekkers,TH-063-SILBOO,2025-07-01,21:00:00 - 21:59:59,,,Instagram,500,18,125.87,3.6,251.7443,6.9929,,,,2,3498.0,1307.0,2191.0,27.7905775800429,11.11111111111111,1749.0,,,,"TH-068-WILD-M, TH-063-SILBOO-L",2,2,ig,120226643827580783,120226643827570783,120226643827550783,120226643827570783,"gid://shopify/Order/6336356057177, gid://shopify/Order/6337074495577",2
TH-063-SILBOO,Adventure Trekkers,TH-063-SILBOO,2025-07-01,15:00:00 - 15:59:59,,,Instagram,206,4,69.22,1.9417,336.0276,17.3054,,,,2,3498.0,1307.0,2191.0,50.53452759318116,50.0,1749.0,,,,"TH-068-WILD-M, TH-063-SILBOO-L",2,2,ig,120226643827580783,120226643827570783,120226643827550783,120226643827570783,"gid://shopify/Order/6336356057177, gid://shopify/Order/6337074495577",2
TH-063-SILBOO,Adventure Trekkers,TH-063-SILBOO,2025-07-01,08:00:00 - 08:59:59,,,Instagram,57,2,31.99,3.5088,561.2018,15.9943,,,,2,3498.0,1307.0,2191.0,109.34667083463583,100.0,1749.0,,,,"TH-068-WILD-M, TH-063-SILBOO-L",2,2,ig,120226643827580783,120226643827570783,120226643827550783,120226643827570783,"gid://shopify/Order/6336356057177, gid://shopify/Order/6337074495577",2
TH-063-SILBOO,Adventure Trekkers,TH-063-SILBOO,2025-07-01,09:00:00 - 09:59:59,,,Instagram,215,20,88.26,9.3023,410.5053,4.4129,1.0,1599.0,18.116927260367095,2,3498.0,1307.0,2191.0,39.63290278721958,10.0,1749.0,1899.0,1.0,21.515975526852483,"TH-068-WILD-M, TH-063-SILBOO-L",2,2,ig,120226643827580783,120226643827570783,120226643827550783,120226643827570783,"gid://shopify/Order/6336356057177, gid://shopify/Order/6337074495577",2
TH-063-SILBOO,Adventure Trekkers,TH-063-SILBOO,2025-07-01,13:00:00 - 13:59:59,,,Instagram,299,7,69.6,2.3411,232.7827,9.9431,,,,2,3498.0,1307.0,2191.0,50.258620689655174,28.57142857142857,1749.0,,,,"TH-068-WILD-M, TH-063-SILBOO-L",2,2,ig,120226643827580783,120226643827570783,120226643827550783,120226643827570783,"gid://shopify/Order/6336356057177, gid://shopify/Order/6337074495577",2
TH-063-SILBOO,Adventure Trekkers,TH-063-SILBOO,2025-07-01,10:00:00 - 10:59:59,,,Instagram,269,10,93.53,3.7175,347.7076,9.3533,,,,2,3498.0,1307.0,2191.0,37.399764781353575,20.0,1749.0,,,,"TH-068-WILD-M, TH-063-SILBOO-L",2,2,ig,120226643827580783,120226643827570783,120226643827550783,120226643827570783,"gid://shopify/Order/6336356057177, gid://shopify/Order/6337074495577",2
TH-063-SILBOO,Adventure Trekkers,TH-063-SILBOO,2025-07-01,22:00:00 - 22:59:59,,,Instagram,173,7,89.7,4.0462,518.4967,12.8143,,,,2,3498.0,1307.0,2191.0,38.99665551839465,28.57142857142857,1749.0,,,,"TH-068-WILD-M, TH-063-SILBOO-L",2,2,ig,120226643827580783,120226643827570783,120226643827550783,120226643827570783,"gid://shopify/Order/6336356057177, gid://shopify/Order/6337074495577",2
TH-063-SILBOO,Adventure Trekkers,TH-063-SILBOO,2025-07-01,14:00:00 - 14:59:59,,,Instagram,179,6,40.07,3.352,223.8307,6.6776,,,,2,3498.0,1307.0,2191.0,87.2972298477664,33.33333333333333,1749.0,,,,"TH-068-WILD-M, TH-063-SILBOO-L",2,2,ig,120226643827580783,120226643827570783,120226643827550783,120226643827570783,"gid://shopify/Order/6336356057177, gid://shopify/Order/6337074495577",2
TH-063-SILBOO,Adventure Trekkers,TH-063-SILBOO,2025-07-01,12:00:00 - 12:59:59,,,Instagram,58,5,23.34,8.6207,402.4276,4.6682,,,,2,3498.0,1307.0,2191.0,149.87146529562983,40.0,1749.0,,,,"TH-068-WILD-M, TH-063-SILBOO-L",2,2,ig,120226643827580783,120226643827570783,120226643827550783,120226643827570783,"gid://shopify/Order/6336356057177, gid://shopify/Order/6337074495577",2
TH-063-SILBOO,Adventure Trekkers,TH-063-SILBOO,2025-07-01,02:00:00 - 02:59:59,,,Instagram,9,0,4.1,0.0,455.9619,,,,,2,3498.0,1307.0,2191.0,853.1707317073171,0.0,1749.0,,,,"TH-068-WILD-M, TH-063-SILBOO-L",2,2,ig,120226643827580783,120226643827570783,120226643827550783,120226643827570783,"gid://shopify/Order/6336356057177, gid://shopify/Order/6337074495577",2
TH-063-SILBOO,Adventure Trekkers,TH-063-SILBOO,2025-07-01,06:00:00 - 06:59:59,,,Instagram,1,0,0.12,0.0,120.107,,,,,2,3498.0,1307.0,2191.0,29150.0,0.0,1749.0,,,,"TH-068-WILD-M, TH-063-SILBOO-L",2,2,ig,120226643827580783,120226643827570783,120226643827550783,120226643827570783,"gid://shopify/Order/6336356057177, gid://shopify/Order/6337074495577",2
TH-063-SILBOO,Adventure Trekkers,TH-063-SILBOO,2025-07-01,03:00:00 - 03:59:59,,,Instagram,8,0,1.09,0.0,136.3715,,,,,2,3498.0,1307.0,2191.0,3209.1743119266052,0.0,1749.0,,,,"TH-068-WILD-M, TH-063-SILBOO-L",2,2,ig,120226643827580783,120226643827570783,120226643827550783,120226643827570783,"gid://shopify/Order/6336356057177, gid://shopify/Order/6337074495577",2
TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,20:00:00 - 20:59:59,,,Instagram,421,2,74.61,0.4751,177.2216,37.3052,,,,1,2999.0,1339.0,1660.0,40.19568422463477,50.0,2999.0,,,,TH-028-COMCARE,1,1,ig,120226390275250783,120226390275230783,120226390275200783,120226390275230783,gid://shopify/Order/6337000931417,1
TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,18:00:00 - 18:59:59,,,Instagram,519,4,90.03,0.7707,173.4702,22.5078,,,,1,2999.0,1339.0,1660.0,33.31111851605021,25.0,2999.0,,,,TH-028-COMCARE,1,1,ig,120226390275250783,120226390275230783,120226390275200783,120226390275230783,gid://shopify/Order/6337000931417,1
TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,22:00:00 - 22:59:59,,,Instagram,538,5,72.92,0.9294,135.5354,14.5836,,,,1,2999.0,1339.0,1660.0,41.12726275370269,20.0,2999.0,,,,TH-028-COMCARE,1,1,ig,120226390275250783,120226390275230783,120226390275200783,120226390275230783,gid://shopify/Order/6337000931417,1
TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,04:00:00 - 04:59:59,,,Instagram,36,0,9.33,0.0,259.2374,,,,,1,2999.0,1339.0,1660.0,321.4362272240086,0.0,2999.0,,,,TH-028-COMCARE,1,1,ig,120226390275250783,120226390275230783,120226390275200783,120226390275230783,gid://shopify/Order/6337000931417,1
TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,07:00:00 - 07:59:59,,,Instagram,377,4,71.96,1.061,190.8667,17.9892,,,,1,2999.0,1339.0,1660.0,41.67593107281824,25.0,2999.0,,,,TH-028-COMCARE,1,1,ig,120226390275250783,120226390275230783,120226390275200783,120226390275230783,gid://shopify/Order/6337000931417,1
TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,23:00:00 - 23:59:59,,,Instagram,608,2,99.72,0.3289,164.0199,49.862,,,,1,2999.0,1339.0,1660.0,30.07420778178901,50.0,2999.0,,,,TH-028-COMCARE,1,1,ig,120226390275250783,120226390275230783,120226390275200783,120226390275230783,gid://shopify/Order/6337000931417,1
TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,08:00:00 - 08:59:59,,,Instagram,502,9,161.76,1.7928,322.226,17.9731,2.0,5998.0,37.07962413452028,1,2999.0,1339.0,1660.0,18.53981206726014,11.11111111111111,2999.0,-2999.0,-1.0,-18.53981206726014,TH-028-COMCARE,1,1,ig,120226390275250783,120226390275230783,120226390275200783,120226390275230783,gid://shopify/Order/6337000931417,1
TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,09:00:00 - 09:59:59,,,Instagram,478,9,111.75,1.8828,233.7871,12.4167,,,,1,2999.0,1339.0,1660.0,26.83668903803132,11.11111111111111,2999.0,,,,TH-028-COMCARE,1,1,ig,120226390275250783,120226390275230783,120226390275200783,120226390275230783,gid://shopify/Order/6337000931417,1
TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,01:00:00 - 01:59:59,,,Instagram,323,4,97.8,1.2384,302.791,24.4504,,,,1,2999.0,1339.0,1660.0,30.664621676891617,25.0,2999.0,,,,TH-028-COMCARE,1,1,ig,120226390275250783,120226390275230783,120226390275200783,120226390275230783,gid://shopify/Order/6337000931417,1
TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,15:00:00 - 15:59:59,,,Instagram,789,14,99.99,1.7744,126.7357,7.1425,,,,1,2999.0,1339.0,1660.0,29.992999299929995,7.142857142857142,2999.0,,,,TH-028-COMCARE,1,1,ig,120226390275250783,120226390275230783,120226390275200783,120226390275230783,gid://shopify/Order/6337000931417,1
TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,12:00:00 - 12:59:59,,,Instagram,83,2,13.05,2.4096,157.1993,6.5238,,,,1,2999.0,1339.0,1660.0,229.80842911877394,50.0,2999.0,,,,TH-028-COMCARE,1,1,ig,120226390275250783,120226390275230783,120226390275200783,120226390275230783,gid://shopify/Order/6337000931417,1
TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,21:00:00 - 21:59:59,,,Instagram,457,4,76.33,0.8753,167.0298,19.0832,,,,1,2999.0,1339.0,1660.0,39.28992532424997,25.0,2999.0,,,,TH-028-COMCARE,1,1,ig,120226390275250783,120226390275230783,120226390275200783,120226390275230783,gid://shopify/Order/6337000931417,1
TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,10:00:00 - 10:59:59,,,Instagram,604,13,103.07,2.1523,170.6433,7.9284,,,,1,2999.0,1339.0,1660.0,29.09673037741341,7.6923076923076925,2999.0,,,,TH-028-COMCARE,1,1,ig,120226390275250783,120226390275230783,120226390275200783,120226390275230783,gid://shopify/Order/6337000931417,1
TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,19:00:00 - 19:59:59,,,Instagram,339,6,64.23,1.7699,189.4583,10.7044,,,,1,2999.0,1339.0,1660.0,46.69157714463646,16.666666666666664,2999.0,,,,TH-028-COMCARE,1,1,ig,120226390275250783,120226390275230783,120226390275200783,120226390275230783,gid://shopify/Order/6337000931417,1
TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,00:00:00 - 00:59:59,,,Instagram,396,4,74.92,1.0101,189.1938,18.7302,,,,1,2999.0,1339.0,1660.0,40.029364655632676,25.0,2999.0,,,,TH-028-COMCARE,1,1,ig,120226390275250783,120226390275230783,120226390275200783,120226390275230783,gid://shopify/Order/6337000931417,1
TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,16:00:00 - 16:59:59,,,Instagram,474,4,83.01,0.8439,175.13,20.7529,,,,1,2999.0,1339.0,1660.0,36.12817732803276,25.0,2999.0,,,,TH-028-COMCARE,1,1,ig,120226390275250783,120226390275230783,120226390275200783,120226390275230783,gid://shopify/Order/6337000931417,1
TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,11:00:00 - 11:59:59,,,Instagram,486,5,94.2,1.0288,193.8202,18.8393,,,,1,2999.0,1339.0,1660.0,31.836518046709127,20.0,2999.0,,,,TH-028-COMCARE,1,1,ig,120226390275250783,120226390275230783,120226390275200783,120226390275230783,gid://shopify/Order/6337000931417,1
TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,06:00:00 - 06:59:59,,,Instagram,174,3,31.42,1.7241,180.5876,10.4741,,,,1,2999.0,1339.0,1660.0,95.44875875238701,33.33333333333333,2999.0,,,,TH-028-COMCARE,1,1,ig,120226390275250783,120226390275230783,120226390275200783,120226390275230783,gid://shopify/Order/6337000931417,1
TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,05:00:00 - 05:59:59,,,Instagram,60,0,16.7,0.0,278.3743,,,,,1,2999.0,1339.0,1660.0,179.5808383233533,0.0,2999.0,,,,TH-028-COMCARE,1,1,ig,120226390275250783,120226390275230783,120226390275200783,120226390275230783,gid://shopify/Order/6337000931417,1
TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,17:00:00 - 17:59:59,,,Instagram,500,4,107.0,0.8,214.0077,26.751,,,,1,2999.0,1339.0,1660.0,28.02803738317757,25.0,2999.0,,,,TH-028-COMCARE,1,1,ig,120226390275250783,120226390275230783,120226390275200783,120226390275230783,gid://shopify/Order/6337000931417,1
TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,02:00:00 - 02:59:59,,,Instagram,130,2,26.29,1.5385,202.1949,13.1427,,,,1,2999.0,1339.0,1660.0,114.07379231647015,50.0,2999.0,,,,TH-028-COMCARE,1,1,ig,120226390275250783,120226390275230783,120226390275200783,120226390275230783,gid://shopify/Order/6337000931417,1
TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,13:00:00 - 13:59:59,,,Instagram,412,6,79.87,1.4563,193.8529,13.3112,,,,1,2999.0,1339.0,1660.0,37.548516339050956,16.666666666666664,2999.0,,,,TH-028-COMCARE,1,1,ig,120226390275250783,120226390275230783,120226390275200783,120226390275230783,gid://shopify/Order/6337000931417,1
TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,14:00:00 - 14:59:59,,,Instagram,786,14,113.47,1.7812,144.3671,8.1052,,,,1,2999.0,1339.0,1660.0,26.429893363884727,7.142857142857142,2999.0,,,,TH-028-COMCARE,1,1,ig,120226390275250783,120226390275230783,120226390275200783,120226390275230783,gid://shopify/Order/6337000931417,1
TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,03:00:00 - 03:59:59,,,Instagram,45,0,4.29,0.0,95.2392,,,,,1,2999.0,1339.0,1660.0,699.0675990675991,0.0,2999.0,,,,TH-028-COMCARE,1,1,ig,120226390275250783,120226390275230783,120226390275200783,120226390275230783,gid://shopify/Order/6337000931417,1
TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,2025-07-01,15:00:00 - 15:59:59,,,Instagram,193,4,91.52,2.0725,474.1969,22.88,,,,1,2699.0,1673.0,1026.0,29.49082167832168,25.0,2699.0,,,,TH-075-NAPDEN-L,1,1,ig,120226869972100783,120226870914930783,120226870914920783,120226870914930783,gid://shopify/Order/6337846149209,1
TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,2025-07-01,14:00:00 - 14:59:59,,,Instagram,181,4,89.01,2.2099,491.768,22.2525,,,,1,2699.0,1673.0,1026.0,30.322435681384114,25.0,2699.0,,,,TH-075-NAPDEN-L,1,1,ig,120226869972100783,120226870914930783,120226870914920783,120226870914930783,gid://shopify/Order/6337846149209,1
TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,2025-07-01,13:00:00 - 13:59:59,,,Instagram,119,1,61.74,0.8403,518.8235,61.74,,,,1,2699.0,1673.0,1026.0,43.71558147068351,100.0,2699.0,,,,TH-075-NAPDEN-L,1,1,ig,120226869972100783,120226870914930783,120226870914920783,120226870914930783,gid://shopify/Order/6337846149209,1
TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,2025-07-01,20:00:00 - 20:59:59,,,Instagram,252,3,80.48,1.1905,319.3651,26.8267,,,,1,2699.0,1673.0,1026.0,33.536282306163024,33.33333333333333,2699.0,,,,TH-075-NAPDEN-L,1,1,ig,120226869972100783,120226870914930783,120226870914920783,120226870914930783,gid://shopify/Order/6337846149209,1
TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,2025-07-01,21:00:00 - 21:59:59,,,Instagram,331,6,120.48,1.8127,363.9879,20.08,1.0,2699.0,22.402058432934925,1,2699.0,1673.0,1026.0,22.402058432934925,16.666666666666664,2699.0,0.0,0.0,0.0,TH-075-NAPDEN-L,1,1,ig,120226869972100783,120226870914930783,120226870914920783,120226870914930783,gid://shopify/Order/6337846149209,1
TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,2025-07-01,17:00:00 - 17:59:59,,,Instagram,114,6,52.99,5.2632,464.8246,8.8317,,,,1,2699.0,1673.0,1026.0,50.93413851670126,16.666666666666664,2699.0,,,,TH-075-NAPDEN-L,1,1,ig,120226869972100783,120226870914930783,120226870914920783,120226870914930783,gid://shopify/Order/6337846149209,1
TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,2025-07-01,22:00:00 - 22:59:59,,,Instagram,190,5,68.51,2.6316,360.5789,13.702,,,,1,2699.0,1673.0,1026.0,39.3957086556707,20.0,2699.0,,,,TH-075-NAPDEN-L,1,1,ig,120226869972100783,120226870914930783,120226870914920783,120226870914930783,gid://shopify/Order/6337846149209,1
TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,2025-07-01,16:00:00 - 16:59:59,,,Instagram,163,5,83.24,3.0675,510.6748,16.648,,,,1,2699.0,1673.0,1026.0,32.42431523306103,20.0,2699.0,,,,TH-075-NAPDEN-L,1,1,ig,120226869972100783,120226870914930783,120226870914920783,120226870914930783,gid://shopify/Order/6337846149209,1
TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,2025-07-01,18:00:00 - 18:59:59,,,Instagram,0,0,0.0,,,,,,0.0,1,2699.0,1673.0,1026.0,0.0,0.0,2699.0,,,0.0,TH-075-NAPDEN-L,1,1,ig,120226869972100783,120226870914930783,120226870914920783,120226870914930783,gid://shopify/Order/6337846149209,1
TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,2025-07-01,12:00:00 - 12:59:59,,,Instagram,12,2,7.1,16.6667,591.6667,3.55,,,,1,2699.0,1673.0,1026.0,380.14084507042253,50.0,2699.0,,,,TH-075-NAPDEN-L,1,1,ig,120226869972100783,120226870914930783,120226870914920783,120226870914930783,gid://shopify/Order/6337846149209,1
TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,2025-07-01,19:00:00 - 19:59:59,,,Instagram,118,0,37.52,0.0,317.9661,,,,,1,2699.0,1673.0,1026.0,71.93496801705756,0.0,2699.0,,,,TH-075-NAPDEN-L,1,1,ig,120226869972100783,120226870914930783,120226870914920783,120226870914930783,gid://shopify/Order/6337846149209,1
TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,2025-07-01,23:00:00 - 23:59:59,,,Instagram,3,0,0.98,0.0,326.6667,,,,,1,2699.0,1673.0,1026.0,2754.081632653061,0.0,2699.0,,,,TH-075-NAPDEN-L,1,1,ig,120226869972100783,120226870914930783,120226870914920783,120226870914930783,gid://shopify/Order/6337846149209,1
TH-053-JACKET – Life Time,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,19:00:00 - 19:59:59,,,Instagram,90,2,26.59,2.2222,295.4887,13.297,,,,1,2399.0,832.0,1567.0,90.22188792779241,50.0,2399.0,,,,TH-053-COAT-XXL,1,1,ig,120226599037790783,120226599037750783,120226599037810783,120226599037750783,gid://shopify/Order/6337582989401,1
TH-053-JACKET – Life Time,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,16:00:00 - 16:59:59,,,Instagram,68,2,10.69,2.9412,157.1717,5.3438,,,,1,2399.0,832.0,1567.0,224.4153414405987,50.0,2399.0,,,,TH-053-COAT-XXL,1,1,ig,120226599037790783,120226599037750783,120226599037810783,120226599037750783,gid://shopify/Order/6337582989401,1
TH-053-JACKET – Life Time,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,00:00:00 - 00:59:59,,,Instagram,44,0,4.36,0.0,99.0274,,,,,1,2399.0,832.0,1567.0,550.2293577981651,0.0,2399.0,,,,TH-053-COAT-XXL,1,1,ig,120226599037790783,120226599037750783,120226599037810783,120226599037750783,gid://shopify/Order/6337582989401,1
TH-053-JACKET – Life Time,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,08:00:00 - 08:59:59,,,Instagram,129,2,27.97,1.5504,216.7927,13.9831,,,,1,2399.0,832.0,1567.0,85.77046835895602,50.0,2399.0,,,,TH-053-COAT-XXL,1,1,ig,120226599037790783,120226599037750783,120226599037810783,120226599037750783,gid://shopify/Order/6337582989401,1
TH-053-JACKET – Life Time,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,10:00:00 - 10:59:59,,,Instagram,123,1,30.33,0.813,246.5867,30.3302,,,,1,2399.0,832.0,1567.0,79.09660402242005,100.0,2399.0,,,,TH-053-COAT-XXL,1,1,ig,120226599037790783,120226599037750783,120226599037810783,120226599037750783,gid://shopify/Order/6337582989401,1
TH-053-JACKET – Life Time,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,21:00:00 - 21:59:59,,,Instagram,172,0,34.18,0.0,198.7008,,,,,1,2399.0,832.0,1567.0,70.18724400234055,0.0,2399.0,,,,TH-053-COAT-XXL,1,1,ig,120226599037790783,120226599037750783,120226599037810783,120226599037750783,gid://shopify/Order/6337582989401,1
TH-053-JACKET – Life Time,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,01:00:00 - 01:59:59,,,Instagram,24,0,4.34,0.0,180.7156,,,,,1,2399.0,832.0,1567.0,552.7649769585254,0.0,2399.0,,,,TH-053-COAT-XXL,1,1,ig,120226599037790783,120226599037750783,120226599037810783,120226599037750783,gid://shopify/Order/6337582989401,1
TH-053-JACKET – Life Time,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,09:00:00 - 09:59:59,,,Instagram,98,2,30.47,2.0408,310.9224,15.2352,,,,1,2399.0,832.0,1567.0,78.7331801772235,50.0,2399.0,,,,TH-053-COAT-XXL,1,1,ig,120226599037790783,120226599037750783,120226599037810783,120226599037750783,gid://shopify/Order/6337582989401,1
TH-053-JACKET – Life Time,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,17:00:00 - 17:59:59,,,Instagram,80,2,20.46,2.5,255.7981,10.2319,,,,1,2399.0,832.0,1567.0,117.25317693059628,50.0,2399.0,,,,TH-053-COAT-XXL,1,1,ig,120226599037790783,120226599037750783,120226599037810783,120226599037750783,gid://shopify/Order/6337582989401,1
TH-053-JACKET – Life Time,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,12:00:00 - 12:59:59,,,Instagram,0,0,0.0,,,,2.0,3598.0,0.0,1,2399.0,832.0,1567.0,0.0,0.0,2399.0,-1199.0,-1.0,0.0,TH-053-COAT-XXL,1,1,ig,120226599037790783,120226599037750783,120226599037810783,120226599037750783,gid://shopify/Order/6337582989401,1
