campaign_name,adset_name,ad_name,date_start,hourly_window,channel,impressions,clicks,spend,shopify_orders,shopify_revenue,shopify_cogs,total_sku_quantity,utm_source,utm_medium,utm_campaign,utm_content,utm_term,order_ids
TH-073-SMARTSIP,Cat Lover,TH-073-SMARTSIP_VP048_ET122,2025-07-01,18:00:00 - 18:59:59,,67,0,8.05,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,Urban Pet Parents,TH-073-SMARTSIP_ET104_TM066,2025-07-01,18:00:00 - 18:59:59,,45,2,4.56,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,Remarketing,TH-073-SMARTSIP_ET104_TM066,2025-07-01,18:00:00 - 18:59:59,,73,0,10.34,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,Backpacking,TH-053-JACKET_ET156_IM259,2025-07-01,18:00:00 - 18:59:59,,46,2,23.67,0.0,0.0,0.0,0.0,,,,,,
TH-002-SKMISH,Wellness Buyers,TH-002-SKMISH_VP012_TM060,2025-07-01,18:00:00 - 18:59:59,,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,Backpacking,TH-053-JACKET_ET156_IM259,2025-07-01,18:00:00 - 18:59:59,,827,11,139.25,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,Urban Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,18:00:00 - 18:59:59,,122,1,19.08,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,Cat Lover,TH-073-SMARTSIP_ET104_TM066,2025-07-01,18:00:00 - 18:59:59,,89,2,16.46,0.0,0.0,0.0,0.0,,,,,,
R15D2-TH-D2 RPP - Video - India - IG & FB - Sales - 22/04/2025,Top Cities -Broad,TH-068-WILD_Static,2025-07-01,18:00:00 - 18:59:59,,438,9,370.9,0.0,0.0,0.0,0.0,,,,,,
TH-038-PAWTR,Grooming Conscious Females,TH-038-PAWTR_ET108_ET129,2025-07-01,18:00:00 - 18:59:59,,93,2,46.8,0.0,0.0,0.0,0.0,,,,,,
TH - Adv+ Shopping-2 - Video & Image - IG & FB - India - Sales - 04/05/2025,1MHO - Adv+ (Exc. Purchases (30D)),TH-037-MISTBRU-ET101-SI210-ET137-ET139 – Copy 2,2025-07-01,18:00:00 - 18:59:59,,571,2,235.74,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,Adventure Trekkers,TH-068-WILD_VP001_ET101,2025-07-01,18:00:00 - 18:59:59,,927,10,149.82,0.0,0.0,0.0,0.0,,,,,,
TH-002-SKMISH,TH-002-SKMISH-ST-CRO,TH-002-SKMISH,2025-07-01,18:00:00 - 18:59:59,,10330,201,54.81,0.0,0.0,0.0,0.0,,,,,,
TH-012-SNUGBOO- Alternate Twin,Tier 2 Pet Parents,TH-012-SNUGBOO,2025-07-01,18:00:00 - 18:59:59,,3,0,0.15,0.0,0.0,0.0,0.0,,,,,,
TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,2025-07-01,18:00:00 - 18:59:59,,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,Remarketing,TH-053-JACKET_ET156_IM259,2025-07-01,18:00:00 - 18:59:59,,323,9,201.17,0.0,0.0,0.0,0.0,,,,,,
TH-056-UMB,Tier 2 & 3 Pet Parents,TH-056-UMB_ET139_VP007,2025-07-01,18:00:00 - 18:59:59,,43,2,14.82,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Alt Twin,Backpacking,TH-053-JACKET_ET156_IM259,2025-07-01,18:00:00 - 18:59:59,,29,0,6.17,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,Urban Pet Parents,TH-053-JACKET_ET156_IM259,2025-07-01,18:00:00 - 18:59:59,,95,1,29.02,0.0,0.0,0.0,0.0,,,,,,
TH-002-SKMISH,Professionals Pet Parents,TH-002-SKMISH_VP012_TM060,2025-07-01,18:00:00 - 18:59:59,,10,0,8.88,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,ICP Pet Parent,TH-073-SMARTSIP_ET104_TM066,2025-07-01,18:00:00 - 18:59:59,,70,1,8.84,0.0,0.0,0.0,0.0,,,,,,
TH-012-SNUGBOO- Alternate Twin,Remarketing,TH-012-SNUGBOO,2025-07-01,18:00:00 - 18:59:59,,8,0,1.09,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,Remarketing,TH-053-JACKET_ET156_IM259,2025-07-01,19:00:00 - 19:59:59,Meta,373,4,244.26,1.0,2499.0,879.0,1.0,fb,120226599037790783,120226599955750783,120226599955740783,120226599955750783,gid://shopify/Order/6337597046873
TH-068-WILD – Life Time,Urban Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,19:00:00 - 19:59:59,Meta,1540,20,253.46,1.0,2199.0,826.0,1.0,facebook,paid,120226090519070783,120226090519060783,120226090519120783,gid://shopify/Order/6337617100889
TH-056-UMB,ICP Pet Parent,TH-056-UMB_ET139_VP007,2025-07-01,19:00:00 - 19:59:59,Meta,21,1,19.54,1.0,1999.0,988.0,1.0,facebook,paid,120226087546250783,120226087546270783,120226087546290783,gid://shopify/Order/6337600225369
TH-063-SILBOO,Urban Pet Parents,TH-063-SILBOO,2025-07-01,19:00:00 - 19:59:59,Meta,367,9,117.91,1.0,1399.0,541.0,1.0,ig,120226643827580783,120226643827610783,120226643827630783,120226643827610783,gid://shopify/Order/6337633353817
TH-012-SNUGBOO- Alternate Twin,Remarketing,TH-012-SNUGBOO,2025-07-01,19:00:00 - 19:59:59,,210,4,34.33,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,Backpacking,TH-053-JACKET_ET156_IM259,2025-07-01,19:00:00 - 19:59:59,,78,1,79.85,0.0,0.0,0.0,0.0,,,,,,
TH - Adv+ Shopping-2 - Video & Image - IG & FB - India - Sales - 04/05/2025,1MHO - Adv+ (Exc. Purchases (30D)),TH-037-MISTBRU-ET101-SI210-ET137-ET139 – Copy 2,2025-07-01,19:00:00 - 19:59:59,,393,5,133.88,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,19:00:00 - 19:59:59,,90,2,26.59,0.0,0.0,0.0,0.0,,,,,,
TH-002-SKMISH,Wellness Buyers,TH-002-SKMISH_VP012_TM060,2025-07-01,19:00:00 - 19:59:59,,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD – Life Time,ICP Pet Parent,TH-068-WILD_VP001_ET101,2025-07-01,19:00:00 - 19:59:59,,1651,19,294.88,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,Backpacking,TH-053-JACKET_ET156_IM259,2025-07-01,19:00:00 - 19:59:59,,636,7,130.98,0.0,0.0,0.0,0.0,,,,,,
TH-075-NAPDEN,ICP Pet Parent,TH-075-NAPDEN_SI223_VP031,2025-07-01,19:00:00 - 19:59:59,,65,0,33.1,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD - Alternate Twin,Luxury Spenders,TH-068-WILD_VP001_ET101,2025-07-01,19:00:00 - 19:59:59,,795,9,130.09,0.0,0.0,0.0,0.0,,,,,,
TH-038-PAWTR,Grooming Conscious Females,TH-038-PAWTR_ET108_ET129,2025-07-01,19:00:00 - 19:59:59,,141,2,54.94,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,Urban Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,19:00:00 - 19:59:59,,53,1,12.71,0.0,0.0,0.0,0.0,,,,,,
TH-002-SKMISH,TH-002-SKMISH-ST-CRO,TH-002-SKMISH,2025-07-01,19:00:00 - 19:59:59,,7085,133,35.04,0.0,0.0,0.0,0.0,,,,,,
TH-038-PAWTR,ICP Pet Parent,TH-038-PAWTR_ET108_ET129,2025-07-01,19:00:00 - 19:59:59,,9,3,1.8,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,Remarketing,TH-073-SMARTSIP_ET104_TM066,2025-07-01,19:00:00 - 19:59:59,,53,0,8.66,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,ICP Pet Parent,TH-073-SMARTSIP_ET104_TM066,2025-07-01,19:00:00 - 19:59:59,,57,1,18.69,0.0,0.0,0.0,0.0,,,,,,
TH-071-SUMMERMAT,ICP Pet Parent,TH-071-SUMMERMAT_VP001_ET101,2025-07-01,19:00:00 - 19:59:59,,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-063-SILBOO,Adventure Trekkers,TH-063-SILBOO,2025-07-01,19:00:00 - 19:59:59,,342,7,111.14,0.0,0.0,0.0,0.0,,,,,,
R15D2-TH-D2 RPP - Video - India - IG & FB - Sales - 22/04/2025,Top Cities -Broad,TH-068-WILD_Static,2025-07-01,19:00:00 - 19:59:59,,632,10,319.85,0.0,0.0,0.0,0.0,,,,,,
TH-012-SNUGBOO- Alternate Twin,Luxury Spenders,TH-012-SNUGBOO,2025-07-01,19:00:00 - 19:59:59,,496,4,80.51,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,19:00:00 - 19:59:59,,339,6,64.23,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,ICP Pet Parent,TH-068-WILD_VP001_ET101,2025-07-01,19:00:00 - 19:59:59,,77,3,29.88,0.0,0.0,0.0,0.0,,,,,,
TH - Remarketing - Video - India - IG & FB - Sales - 29/03/2025,AS3 - Remarketing IC (30) – New,TH-036-PAWTR-ET139-SP368,2025-07-01,19:00:00 - 19:59:59,,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-075-NAPDEN,Urban Pet Parents,TH-075-NAPDEN_SI223_VP031,2025-07-01,19:00:00 - 19:59:59,,72,0,32.67,0.0,0.0,0.0,0.0,,,,,,
TH-056-UMB,Tier 2 & 3 Pet Parents,TH-056-UMB_ET139_VP007,2025-07-01,19:00:00 - 19:59:59,,548,11,226.2,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP,ICP Pet Parent,TH-073-SMARTSIP_VP048_ET122,2025-07-01,19:00:00 - 19:59:59,,445,1,87.62,0.0,0.0,0.0,0.0,,,,,,
R15D2-TH-D2 RPP - Video - India - IG & FB - Sales - 22/04/2025,Top Cities -Broad,TH-012-SNUGBOO_Static,2025-07-01,19:00:00 - 19:59:59,,215,3,55.83,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,Adventure Trekkers,TH-068-WILD_VP001_ET101,2025-07-01,19:00:00 - 19:59:59,,789,8,104.09,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,Urban Pet Parents,TH-053-JACKET_ET156_IM259,2025-07-01,19:00:00 - 19:59:59,,148,1,27.33,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP,Cat Lover,TH-073-SMARTSIP_VP048_ET122,2025-07-01,19:00:00 - 19:59:59,,498,4,58.99,0.0,0.0,0.0,0.0,,,,,,
TH-056-UMB,Urban Pet Parents,TH-056-UMB_ET139_VP007,2025-07-01,19:00:00 - 19:59:59,,15,0,4.47,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,Urban Pet Parents,TH-073-SMARTSIP_ET104_TM066,2025-07-01,19:00:00 - 19:59:59,,31,2,2.98,0.0,0.0,0.0,0.0,,,,,,
TH-002-SKMISH,Social Engagers,TH-002-SKMISH_VP012_TM060,2025-07-01,19:00:00 - 19:59:59,,96,1,40.94,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD - Alternate Twin,Tier 2 Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,19:00:00 - 19:59:59,,1002,15,147.31,0.0,0.0,0.0,0.0,,,,,,
TH-012-SNUGBOO- Alternate Twin,Tier 2 Pet Parents,TH-012-SNUGBOO,2025-07-01,19:00:00 - 19:59:59,,107,1,16.32,0.0,0.0,0.0,0.0,,,,,,
TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,2025-07-01,19:00:00 - 19:59:59,,118,0,37.52,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,Remarketing-Custom Audience,TH-068-WILD_VP001_ET101,2025-07-01,19:00:00 - 19:59:59,,331,4,134.39,0.0,0.0,0.0,0.0,,,,,,
TH-002-SKMISH,Professionals Pet Parents,TH-002-SKMISH_VP012_TM060,2025-07-01,19:00:00 - 19:59:59,,53,0,19.8,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,Urban Pet Parents,TH-053-JACKET_ET156_IM259,2025-07-01,19:00:00 - 19:59:59,,112,2,28.38,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,Cat Lover,TH-073-SMARTSIP_ET104_TM066,2025-07-01,19:00:00 - 19:59:59,,64,0,6.55,0.0,0.0,0.0,0.0,,,,,,
TH-063-SILBOO,ICP Pet Parent,TH-063-SILBOO,2025-07-01,19:00:00 - 19:59:59,,401,8,93.29,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD – Life Time,Urban Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,20:00:00 - 20:59:59,Meta,2035,29,293.82,1.0,1999.0,751.0,1.0,facebook,paid,120226090519070783,120226090519060783,120226090519120783,gid://shopify/Order/6337730150489
TH-053-JACKET – Life Time,Remarketing,TH-053-JACKET_ET156_IM259,2025-07-01,20:00:00 - 20:59:59,Meta,460,7,268.3,1.0,1699.0,473.0,1.0,ig,120226599037790783,120226599955750783,120226599955740783,120226599955750783,gid://shopify/Order/6337742864473
TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,20:00:00 - 20:59:59,,421,2,74.61,0.0,0.0,0.0,0.0,,,,,,
TH-056-UMB,ICP Pet Parent,TH-056-UMB_ET139_VP007,2025-07-01,20:00:00 - 20:59:59,,33,0,15.52,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,Urban Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,20:00:00 - 20:59:59,,82,2,13.25,0.0,0.0,0.0,0.0,,,,,,
TH - Adv+ Shopping-2 - Video & Image - IG & FB - India - Sales - 04/05/2025,1MHO - Adv+ (Exc. Purchases (30D)),TH-037-MISTBRU-ET101-SI210-ET137-ET139 – Copy 2,2025-07-01,20:00:00 - 20:59:59,,470,6,192.25,0.0,0.0,0.0,0.0,,,,,,
TH-072-AEROPOD,ICP Pet Parent,TH-072-AEROPOD_ET113_IM253,2025-07-01,20:00:00 - 20:59:59,,76,1,20.48,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,ICP Pet Parent,TH-073-SMARTSIP_ET104_TM066,2025-07-01,20:00:00 - 20:59:59,,69,1,11.02,0.0,0.0,0.0,0.0,,,,,,
TH-038-PAWTR,Grooming Conscious Females,TH-038-PAWTR_ET108_ET129,2025-07-01,20:00:00 - 20:59:59,,162,1,63.38,0.0,0.0,0.0,0.0,,,,,,
TH-002-SKMISH,TH-002-SKMISH-ST-CRO,TH-002-SKMISH,2025-07-01,20:00:00 - 20:59:59,,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-072-AEROPOD,Frequent Travellers,TH-072-AEROPOD_ET113_IM253,2025-07-01,20:00:00 - 20:59:59,,173,3,51.94,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,Urban Pet Parents,TH-073-SMARTSIP_ET104_TM066,2025-07-01,20:00:00 - 20:59:59,,55,0,6.28,0.0,0.0,0.0,0.0,,,,,,
TH-002-SKMISH,Social Engagers,TH-002-SKMISH_VP012_TM060,2025-07-01,20:00:00 - 20:59:59,,182,1,58.95,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD – DUP,Urban Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,20:00:00 - 20:59:59,,293,1,86.17,0.0,0.0,0.0,0.0,,,,,,
TH-063-SILBOO,Adventure Trekkers,TH-063-SILBOO,2025-07-01,20:00:00 - 20:59:59,,475,10,150.26,0.0,0.0,0.0,0.0,,,,,,
TH-012-SNUGBOO- Alternate Twin,Tier 2 Pet Parents,TH-012-SNUGBOO,2025-07-01,20:00:00 - 20:59:59,,146,1,22.37,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD – DUP,Adventure Trekkers,TH-068-WILD_VP001_ET101,2025-07-01,20:00:00 - 20:59:59,,340,3,80.26,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD – DUP,Remarketing-Custom Audience,TH-068-WILD_VP001_ET101,2025-07-01,20:00:00 - 20:59:59,,269,1,110.89,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP,ICP Pet Parent,TH-073-SMARTSIP_VP048_ET122,2025-07-01,20:00:00 - 20:59:59,,784,4,110.83,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,Adventure Trekkers,TH-068-WILD_VP001_ET101,2025-07-01,20:00:00 - 20:59:59,,1211,16,134.45,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,Remarketing-Custom Audience,TH-068-WILD_VP001_ET101,2025-07-01,20:00:00 - 20:59:59,,453,5,98.1,0.0,0.0,0.0,0.0,,,,,,
R15D2-TH-D2 RPP - Video - India - IG & FB - Sales - 22/04/2025,Top Cities -Broad,TH-012-SNUGBOO_Static,2025-07-01,20:00:00 - 20:59:59,,321,7,107.54,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,Backpacking,TH-053-JACKET_ET156_IM259,2025-07-01,20:00:00 - 20:59:59,,138,3,79.65,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD - Alternate Twin,Tier 2 Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,20:00:00 - 20:59:59,,1590,24,158.57,0.0,0.0,0.0,0.0,,,,,,
TH-012-SNUGBOO- Alternate Twin,Luxury Spenders,TH-012-SNUGBOO,2025-07-01,20:00:00 - 20:59:59,,638,6,125.2,0.0,0.0,0.0,0.0,,,,,,
TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,2025-07-01,20:00:00 - 20:59:59,,252,3,80.48,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD – Life Time,ICP Pet Parent,TH-068-WILD_VP001_ET101,2025-07-01,20:00:00 - 20:59:59,,1876,25,322.65,0.0,0.0,0.0,0.0,,,,,,
TH-075-NAPDEN,Urban Pet Parents,TH-075-NAPDEN_SI223_VP031,2025-07-01,20:00:00 - 20:59:59,,192,6,65.17,0.0,0.0,0.0,0.0,,,,,,
TH - E2 RPP - Video - India - IG & FB - Sales - 04/05/2025,"S8L0 - E2 - Ad Set 2 (Dog Groomer, Animal welfare (social cause), Dog daycare)",TH-036FMB-ET101-SI210-ET137-ET139 – Copy,2025-07-01,20:00:00 - 20:59:59,,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-063-SILBOO,ICP Pet Parent,TH-063-SILBOO,2025-07-01,20:00:00 - 20:59:59,,486,18,111.23,0.0,0.0,0.0,0.0,,,,,,
TH - Remarketing - Video - India - IG & FB - Sales - 29/03/2025,AS3 - Remarketing IC (30) – New,TH-036-PAWTR-ET139-SP368,2025-07-01,20:00:00 - 20:59:59,,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,Backpacking,TH-053-JACKET_ET156_IM259,2025-07-01,20:00:00 - 20:59:59,,685,4,103.43,0.0,0.0,0.0,0.0,,,,,,
TH-056-UMB,Urban Pet Parents,TH-056-UMB_ET139_VP007,2025-07-01,20:00:00 - 20:59:59,,9,1,3.83,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP,Cat Lover,TH-073-SMARTSIP_VP048_ET122,2025-07-01,20:00:00 - 20:59:59,,895,4,93.73,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD - Alternate Twin,Remarketing,TH-068-WILD_VP001_ET101,2025-07-01,20:00:00 - 20:59:59,,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD - Alternate Twin,Luxury Spenders,TH-068-WILD_VP001_ET101,2025-07-01,20:00:00 - 20:59:59,,1033,13,158.07,0.0,0.0,0.0,0.0,,,,,,
TH-075-NAPDEN,ICP Pet Parent,TH-075-NAPDEN_SI223_VP031,2025-07-01,20:00:00 - 20:59:59,,133,3,48.96,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,20:00:00 - 20:59:59,,139,2,27.92,0.0,0.0,0.0,0.0,,,,,,
TH-063-SILBOO,Urban Pet Parents,TH-063-SILBOO,2025-07-01,20:00:00 - 20:59:59,,466,23,137.55,0.0,0.0,0.0,0.0,,,,,,
TH-012-SNUGBOO- Alternate Twin,Remarketing,TH-012-SNUGBOO,2025-07-01,20:00:00 - 20:59:59,,263,3,46.01,0.0,0.0,0.0,0.0,,,,,,
TH-056-UMB,Tier 2 & 3 Pet Parents,TH-056-UMB_ET139_VP007,2025-07-01,20:00:00 - 20:59:59,,795,21,261.2,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD – DUP,ICP Pet Parent,TH-068-WILD_VP001_ET101,2025-07-01,20:00:00 - 20:59:59,,173,2,52.48,0.0,0.0,0.0,0.0,,,,,,
R15D2-TH-D2 RPP - Video - India - IG & FB - Sales - 22/04/2025,Top Cities -Broad,TH-068-WILD_Static,2025-07-01,20:00:00 - 20:59:59,,352,5,172.39,0.0,0.0,0.0,0.0,,,,,,
TH-072-AEROPOD,Urban Pet Parents,TH-072-AEROPOD_ET113_IM253,2025-07-01,20:00:00 - 20:59:59,,200,1,63.93,0.0,0.0,0.0,0.0,,,,,,
TH-002-SKMISH,Professionals Pet Parents,TH-002-SKMISH_VP012_TM060,2025-07-01,20:00:00 - 20:59:59,,156,0,39.48,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,Remarketing,TH-073-SMARTSIP_ET104_TM066,2025-07-01,20:00:00 - 20:59:59,,75,0,10.67,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,Urban Pet Parents,TH-053-JACKET_ET156_IM259,2025-07-01,20:00:00 - 20:59:59,,201,2,57.3,0.0,0.0,0.0,0.0,,,,,,
TH-038-PAWTR,ICP Pet Parent,TH-038-PAWTR_ET108_ET129,2025-07-01,20:00:00 - 20:59:59,,8,0,3.07,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,Cat Lover,TH-073-SMARTSIP_ET104_TM066,2025-07-01,20:00:00 - 20:59:59,,96,1,9.17,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,ICP Pet Parent,TH-068-WILD_VP001_ET101,2025-07-01,20:00:00 - 20:59:59,,119,0,21.68,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,Urban Pet Parents,TH-053-JACKET_ET156_IM259,2025-07-01,20:00:00 - 20:59:59,,166,0,65.6,0.0,0.0,0.0,0.0,,,,,,
TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,2025-07-01,21:00:00 - 21:59:59,Meta,331,6,120.48,1.0,2699.0,1673.0,1.0,ig,120226869972100783,120226870914930783,120226870914920783,120226870914930783,gid://shopify/Order/6337846149209
TH-073-SMARTSIP,Cat Lover,TH-073-SMARTSIP_VP048_ET122,2025-07-01,21:00:00 - 21:59:59,Meta,621,8,102.41,1.0,2099.0,1121.0,1.0,ig,120226153793680783,120226156066980783,120226156067000783,120226156066980783,gid://shopify/Order/6337876590681
TH - Adv+ Shopping-2 - Video & Image - IG & FB - India - Sales - 04/05/2025,1MHO - Adv+ (Exc. Purchases (30D)),TH-037-MISTBRU-ET101-SI210-ET137-ET139 – Copy 2,2025-07-01,21:00:00 - 21:59:59,Meta,453,4,217.08,1.0,799.0,211.0,1.0,fb,120221341262910783,120221343090860783,120221343090860783,120221341262900783,gid://shopify/Order/6337814593625
TH - E2 RPP - Video - India - IG & FB - Sales - 04/05/2025,"S8L0 - E2 - Ad Set 2 (Dog Groomer, Animal welfare (social cause), Dog daycare)",TH-036FMB-ET101-SI210-ET137-ET139 – Copy,2025-07-01,21:00:00 - 21:59:59,,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-063-SILBOO,Urban Pet Parents,TH-063-SILBOO,2025-07-01,21:00:00 - 21:59:59,,529,10,174.6,0.0,0.0,0.0,0.0,,,,,,
R15D2-TH-D2 RPP - Video - India - IG & FB - Sales - 22/04/2025,Top Cities -Broad,TH-012-SNUGBOO_Static,2025-07-01,21:00:00 - 21:59:59,,202,7,68.56,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD – Life Time,ICP Pet Parent,TH-068-WILD_VP001_ET101,2025-07-01,21:00:00 - 21:59:59,,1864,20,341.65,0.0,0.0,0.0,0.0,,,,,,
TH-072-AEROPOD,Urban Pet Parents,TH-072-AEROPOD_ET113_IM253,2025-07-01,21:00:00 - 21:59:59,,104,1,15.67,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,Remarketing-Custom Audience,TH-068-WILD_VP001_ET101,2025-07-01,21:00:00 - 21:59:59,,451,4,136.19,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,Urban Pet Parents,TH-053-JACKET_ET156_IM259,2025-07-01,21:00:00 - 21:59:59,,193,2,42.29,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,Backpacking,TH-053-JACKET_ET156_IM259,2025-07-01,21:00:00 - 21:59:59,,739,8,141.71,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,Backpacking,TH-053-JACKET_ET156_IM259,2025-07-01,21:00:00 - 21:59:59,,145,2,117.11,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD – DUP,ICP Pet Parent,TH-068-WILD_VP001_ET101,2025-07-01,21:00:00 - 21:59:59,,174,3,62.2,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,21:00:00 - 21:59:59,,172,0,34.18,0.0,0.0,0.0,0.0,,,,,,
TH-056-UMB,Urban Pet Parents,TH-056-UMB_ET139_VP007,2025-07-01,21:00:00 - 21:59:59,,18,2,11.68,0.0,0.0,0.0,0.0,,,,,,
TH-012-SNUGBOO- Alternate Twin,Tier 2 Pet Parents,TH-012-SNUGBOO,2025-07-01,21:00:00 - 21:59:59,,76,2,9.12,0.0,0.0,0.0,0.0,,,,,,
TH-063-SILBOO,ICP Pet Parent,TH-063-SILBOO,2025-07-01,21:00:00 - 21:59:59,,455,11,104.73,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,ICP Pet Parent,TH-068-WILD_VP001_ET101,2025-07-01,21:00:00 - 21:59:59,,124,2,18.6,0.0,0.0,0.0,0.0,,,,,,
TH-038-PAWTR,ICP Pet Parent,TH-038-PAWTR_ET108_ET129,2025-07-01,21:00:00 - 21:59:59,,22,0,6.38,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD – DUP,Adventure Trekkers,TH-068-WILD_VP001_ET101,2025-07-01,21:00:00 - 21:59:59,,328,2,86.92,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,Remarketing,TH-053-JACKET_ET156_IM259,2025-07-01,21:00:00 - 21:59:59,,520,10,352.87,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,Urban Pet Parents,TH-073-SMARTSIP_ET104_TM066,2025-07-01,21:00:00 - 21:59:59,,50,0,6.42,0.0,0.0,0.0,0.0,,,,,,
